,Datetime1,DAYTON_MW,Datetime
1706,05,23.2,2022-03-16 02:00:00
1707,06,22.7,2022-03-16 03:00:00
1708,07,22.167,2022-03-16 04:00:00
1709,08,22.233,2022-03-16 05:00:00
1710,09,22.45,2022-03-16 06:00:00
1711,10,23.133,2022-03-16 07:00:00
1712,11,24.3,2022-03-16 08:00:00
1713,12,25.733,2022-03-16 09:00:00
1714,13,27.333,2022-03-16 10:00:00
1715,14,28.733,2022-03-16 11:00:00
1716,15,29.533,2022-03-16 12:00:00
1717,16,30.35,2022-03-16 13:00:00
1718,17,30.367,2022-03-16 14:00:00
1719,18,30.0,2022-03-16 15:00:00
1720,19,25.675,2022-03-16 16:00:00
1721,20,26.35,2022-03-16 17:00:00
1722,21,26.067,2022-03-16 18:00:00
1723,22,25.5,2022-03-16 19:00:00
1724,23,24.9,2022-03-16 20:00:00
1725,00,24.5,2022-03-16 21:00:00
1726,01,24.267,2022-03-16 22:00:00
1727,02,23.9,2022-03-16 23:00:00
1728,03,23.5,2022-03-17 00:00:00
1729,04,23.1,2022-03-17 01:00:00
1730,05,22.75,2022-03-17 02:00:00
1731,06,22.433,2022-03-17 03:00:00
1732,07,22.1,2022-03-17 04:00:00
1733,08,12.5,2022-03-17 05:00:00
1734,09,7.967,2022-03-17 06:00:00
1735,10,9.2,2022-03-17 07:00:00
1736,11,10.6,2022-03-17 08:00:00
1737,12,12.267,2022-03-17 09:00:00
1738,13,12.7,2022-03-17 10:00:00
1739,14,12.85,2022-03-17 11:00:00
1740,15,12.867,2022-03-17 12:00:00
1741,16,20.933,2022-03-17 13:00:00
1742,17,29.933,2022-03-17 14:00:00
1743,18,30.867,2022-03-17 15:00:00
1744,19,30.4,2022-03-17 16:00:00
1745,20,29.433,2022-03-17 17:00:00
1746,21,28.4,2022-03-17 18:00:00
1747,22,27.433,2022-03-17 19:00:00
1748,23,26.667,2022-03-17 20:00:00
1749,00,26.233,2022-03-17 21:00:00
1750,01,25.95,2022-03-17 22:00:00
1751,02,25.7,2022-03-17 23:00:00
1752,03,25.333,2022-03-18 00:00:00
1753,04,25.0,2022-03-18 01:00:00
1754,05,24.7,2022-03-18 02:00:00
1755,06,24.367,2022-03-18 03:00:00
1756,07,23.967,2022-03-18 04:00:00
1757,08,23.7,2022-03-18 05:00:00
1758,09,24.033,2022-03-18 06:00:00
1759,10,25.267,2022-03-18 07:00:00
1760,11,27.0,2022-03-18 08:00:00
1761,12,28.967,2022-03-18 09:00:00
1762,13,30.85,2022-03-18 10:00:00
1763,14,31.667,2022-03-18 11:00:00
1764,15,31.933,2022-03-18 12:00:00
1765,16,32.233,2022-03-18 13:00:00
1766,17,32.467,2022-03-18 14:00:00
1767,18,31.9,2022-03-18 15:00:00
1768,19,31.0,2022-03-18 16:00:00
1769,20,29.95,2022-03-18 17:00:00
1770,21,28.833,2022-03-18 18:00:00
1771,22,27.9,2022-03-18 19:00:00
1772,23,27.033,2022-03-18 20:00:00
1773,00,26.7,2022-03-18 21:00:00
1774,01,26.567,2022-03-18 22:00:00
1775,02,26.3,2022-03-18 23:00:00
1776,03,26.0,2022-03-19 00:00:00
1777,04,25.75,2022-03-19 01:00:00
1778,05,25.5,2022-03-19 02:00:00
1779,06,25.2,2022-03-19 03:00:00
1780,07,17.1,2022-03-19 04:00:00
1781,08,19.6,2022-03-19 05:00:00
1782,09,22.867,2022-03-19 06:00:00
1783,10,24.333,2022-03-19 07:00:00
1784,11,26.333,2022-03-19 08:00:00
1785,12,30.333,2022-03-19 09:00:00
1786,13,16.867,2022-03-19 10:00:00
1787,14,16.0,2022-03-19 11:00:00
1788,15,16.133,2022-03-19 12:00:00
1789,16,21.45,2022-03-19 13:00:00
1790,17,32.1,2022-03-19 14:00:00
1791,18,33.467,2022-03-19 15:00:00
1792,19,32.8,2022-03-19 16:00:00
1793,20,31.533,2022-03-19 17:00:00
1794,21,30.3,2022-03-19 18:00:00
1795,22,29.233,2022-03-19 19:00:00
1796,23,28.333,2022-03-19 20:00:00
1797,00,28.05,2022-03-19 21:00:00
1798,01,27.833,2022-03-19 22:00:00
1799,02,27.6,2022-03-19 23:00:00
1800,03,27.267,2022-03-20 00:00:00
1801,04,26.933,2022-03-20 01:00:00
1802,05,26.6,2022-03-20 02:00:00
1803,06,26.3,2022-03-20 03:00:00
1804,07,14.333,2022-03-20 04:00:00
1805,08,9.033,2022-03-20 05:00:00
1806,09,9.6,2022-03-20 06:00:00
1807,10,10.767,2022-03-20 07:00:00
1808,11,11.5,2022-03-20 08:00:00
1809,12,12.467,2022-03-20 09:00:00
1810,13,13.567,2022-03-20 10:00:00
1811,14,13.833,2022-03-20 11:00:00
1812,15,14.3,2022-03-20 12:00:00
1813,16,24.833,2022-03-20 13:00:00
1814,17,32.933,2022-03-20 14:00:00
1815,18,33.9,2022-03-20 15:00:00
1816,19,33.5,2022-03-20 16:00:00
1817,20,32.4,2022-03-20 17:00:00
1818,21,31.033,2022-03-20 18:00:00
1819,22,30.0,2022-03-20 19:00:00
1820,23,29.033,2022-03-20 20:00:00
1821,00,28.7,2022-03-20 21:00:00
1822,01,28.5,2022-03-20 22:00:00
1823,02,28.3,2022-03-20 23:00:00
1824,03,28.0,2022-03-21 00:00:00
1825,04,27.667,2022-03-21 01:00:00
1826,05,27.267,2022-03-21 02:00:00
1827,06,26.867,2022-03-21 03:00:00
1828,07,26.6,2022-03-21 04:00:00
1829,08,26.025,2022-03-21 05:00:00
1830,09,26.2,2022-03-21 06:00:00
1831,10,27.033,2022-03-21 07:00:00
1832,11,28.5,2022-03-21 08:00:00
1833,12,30.6,2022-03-21 09:00:00
1834,13,32.233,2022-03-21 10:00:00
1835,14,33.4,2022-03-21 11:00:00
1836,15,34.267,2022-03-21 12:00:00
1837,16,34.65,2022-03-21 13:00:00
1838,17,34.567,2022-03-21 14:00:00
1839,18,33.767,2022-03-21 15:00:00
1840,19,32.5,2022-03-21 16:00:00
1841,20,31.7,2022-03-21 17:00:00
1842,21,30.8,2022-03-21 18:00:00
1843,22,29.733,2022-03-21 19:00:00
1844,23,28.95,2022-03-21 20:00:00
1845,00,28.633,2022-03-21 21:00:00
1846,01,28.4,2022-03-21 22:00:00
1847,02,28.167,2022-03-21 23:00:00
1848,03,27.833,2022-03-22 00:00:00
1849,04,27.533,2022-03-22 01:00:00
1850,05,27.25,2022-03-22 02:00:00
1851,06,27.0,2022-03-22 03:00:00
1852,07,26.733,2022-03-22 04:00:00
1853,08,26.633,2022-03-22 05:00:00
1854,09,27.067,2022-03-22 06:00:00
1855,10,27.85,2022-03-22 07:00:00
1856,11,29.2,2022-03-22 08:00:00
1857,12,31.2,2022-03-22 09:00:00
1858,13,32.3,2022-03-22 10:00:00
1859,14,27.567,2022-03-22 11:00:00
1860,15,15.533,2022-03-22 12:00:00
1861,16,26.533,2022-03-22 13:00:00
1862,17,34.833,2022-03-22 14:00:00
1863,18,35.467,2022-03-22 15:00:00
1864,19,35.033,2022-03-22 16:00:00
1865,20,34.1,2022-03-22 17:00:00
1866,21,33.35,2022-03-22 18:00:00
1867,22,32.6,2022-03-22 19:00:00
1868,23,31.8,2022-03-22 20:00:00
1869,00,31.067,2022-03-22 21:00:00
1870,01,30.3,2022-03-22 22:00:00
1871,02,29.6,2022-03-22 23:00:00
1872,03,29.0,2022-03-23 00:00:00
1873,04,28.433,2022-03-23 01:00:00
1874,05,28.05,2022-03-23 02:00:00
1875,06,27.7,2022-03-23 03:00:00
1876,07,27.3,2022-03-23 04:00:00
1877,08,26.9,2022-03-23 05:00:00
1878,09,26.5,2022-03-23 06:00:00
1879,10,26.95,2022-03-23 07:00:00
1880,11,27.867,2022-03-23 08:00:00
1881,12,28.733,2022-03-23 09:00:00
1882,13,29.333,2022-03-23 10:00:00
1883,14,30.033,2022-03-23 11:00:00
1884,15,30.9,2022-03-23 12:00:00
1885,16,31.667,2022-03-23 13:00:00
1886,17,31.25,2022-03-23 14:00:00
1887,18,30.8,2022-03-23 15:00:00
1888,19,30.1,2022-03-23 16:00:00
1889,20,29.367,2022-03-23 17:00:00
1890,21,28.8,2022-03-23 18:00:00
1891,22,27.8,2022-03-23 19:00:00
1892,23,27.033,2022-03-23 20:00:00
1893,00,26.867,2022-03-23 21:00:00
1894,01,26.733,2022-03-23 22:00:00
1895,02,26.6,2022-03-23 23:00:00
1896,03,26.467,2022-03-24 00:00:00
1897,04,26.367,2022-03-24 01:00:00
1898,05,26.2,2022-03-24 02:00:00
1899,06,26.0,2022-03-24 03:00:00
1900,07,25.967,2022-03-24 04:00:00
1901,08,20.7,2022-03-24 05:00:00
1902,09,9.633,2022-03-24 06:00:00
1903,10,10.4,2022-03-24 07:00:00
1904,11,11.95,2022-03-24 08:00:00
1905,12,15.533,2022-03-24 09:00:00
1906,13,11.933,2022-03-24 10:00:00
1907,14,12.3,2022-03-24 11:00:00
1908,15,14.233,2022-03-24 12:00:00
1909,16,11.8,2022-03-24 13:00:00
1910,17,20.5,2022-03-24 14:00:00
1911,18,27.1,2022-03-24 15:00:00
1912,19,27.433,2022-03-24 16:00:00
1913,20,27.6,2022-03-24 17:00:00
1914,21,27.65,2022-03-24 18:00:00
1915,22,27.2,2022-03-24 19:00:00
1916,23,26.7,2022-03-24 20:00:00
1917,00,26.667,2022-03-24 21:00:00
1918,01,26.767,2022-03-24 22:00:00
1919,02,26.8,2022-03-24 23:00:00
1920,03,26.8,2022-03-25 00:00:00
1921,04,26.7,2022-03-25 01:00:00
1922,05,26.633,2022-03-25 02:00:00
1923,06,26.5,2022-03-25 03:00:00
1924,07,26.6,2022-03-25 04:00:00
1925,08,26.4,2022-03-25 05:00:00
1926,09,26.2,2022-03-25 06:00:00
1927,10,26.5,2022-03-25 07:00:00
1928,11,27.933,2022-03-25 08:00:00
1929,12,31.2,2022-03-25 09:00:00
1930,15,33.55,2022-03-25 10:00:00
1931,16,34.5,2022-03-25 11:00:00
1932,17,34.0,2022-03-25 12:00:00
1933,18,33.0,2022-03-25 13:00:00
1934,19,32.0,2022-03-25 14:00:00
1935,20,31.1,2022-03-25 15:00:00
1936,21,30.1,2022-03-25 16:00:00
1937,22,29.1,2022-03-25 17:00:00
1938,23,28.267,2022-03-25 18:00:00
1939,00,28.1,2022-03-25 19:00:00
1940,01,28.033,2022-03-25 20:00:00
1941,02,27.933,2022-03-25 21:00:00
1942,03,27.8,2022-03-25 22:00:00
1943,04,27.667,2022-03-25 23:00:00
1944,05,27.533,2022-03-26 00:00:00
1945,06,27.333,2022-03-26 01:00:00
1946,07,27.25,2022-03-26 02:00:00
1947,08,26.833,2022-03-26 03:00:00
1948,09,26.633,2022-03-26 04:00:00
1949,10,27.1,2022-03-26 05:00:00
1950,11,28.0,2022-03-26 06:00:00
1951,12,29.4,2022-03-26 07:00:00
1952,13,30.4,2022-03-26 08:00:00
1953,14,31.233,2022-03-26 09:00:00
1954,15,32.067,2022-03-26 10:00:00
1955,16,32.767,2022-03-26 11:00:00
1956,17,32.7,2022-03-26 12:00:00
1957,18,32.267,2022-03-26 13:00:00
1958,19,31.167,2022-03-26 14:00:00
1959,20,30.233,2022-03-26 15:00:00
1960,21,29.333,2022-03-26 16:00:00
1961,22,28.3,2022-03-26 17:00:00
1962,23,27.567,2022-03-26 18:00:00
1963,00,27.367,2022-03-26 19:00:00
1964,01,27.4,2022-03-26 20:00:00
1965,02,27.5,2022-03-26 21:00:00
1966,03,27.5,2022-03-26 22:00:00
1967,04,27.5,2022-03-26 23:00:00
1968,05,27.5,2022-03-27 00:00:00
1969,06,27.4,2022-03-27 01:00:00
1970,07,27.333,2022-03-27 02:00:00
1971,08,26.933,2022-03-27 03:00:00
1972,09,26.833,2022-03-27 04:00:00
1973,10,27.05,2022-03-27 05:00:00
1974,11,27.6,2022-03-27 06:00:00
1975,12,28.933,2022-03-27 07:00:00
1976,13,30.367,2022-03-27 08:00:00
1977,14,31.6,2022-03-27 09:00:00
1978,15,32.567,2022-03-27 10:00:00
1979,16,33.367,2022-03-27 11:00:00
1980,17,33.5,2022-03-27 12:00:00
1981,18,33.067,2022-03-27 13:00:00
1982,19,32.133,2022-03-27 14:00:00
1983,20,31.3,2022-03-27 15:00:00
1984,21,30.55,2022-03-27 16:00:00
1985,22,29.767,2022-03-27 17:00:00
1986,23,29.1,2022-03-27 18:00:00
1987,00,28.833,2022-03-27 19:00:00
1988,01,28.675,2022-03-27 20:00:00
1989,02,28.5,2022-03-27 21:00:00
1990,03,28.15,2022-03-27 22:00:00
1991,04,27.833,2022-03-27 23:00:00
1992,05,27.5,2022-03-28 00:00:00
1993,06,26.533,2022-03-28 01:00:00
1994,07,26.333,2022-03-28 02:00:00
1995,08,11.25,2022-03-28 03:00:00
1996,09,10.75,2022-03-28 04:00:00
1997,10,11.6,2022-03-28 05:00:00
1998,11,17.033,2022-03-28 06:00:00
1999,12,12.7,2022-03-28 07:00:00
2000,13,13.25,2022-03-28 08:00:00
2001,14,13.433,2022-03-28 09:00:00
2002,15,14.9,2022-03-28 10:00:00
2003,16,13.333,2022-03-28 11:00:00
2004,17,12.033,2022-03-28 12:00:00
2005,18,10.967,2022-03-28 13:00:00
2006,19,10.05,2022-03-28 14:00:00
2007,20,14.533,2022-03-28 15:00:00
2008,21,10.0,2022-03-28 16:00:00
2009,22,9.775,2022-03-28 17:00:00
2010,23,9.9,2022-03-28 18:00:00
2011,00,20.0,2022-03-28 19:00:00
2012,01,26.567,2022-03-28 20:00:00
2013,02,27.5,2022-03-28 21:00:00
2014,03,27.5,2022-03-28 22:00:00
2015,04,27.25,2022-03-28 23:00:00
2016,05,26.933,2022-03-29 00:00:00
2017,06,26.6,2022-03-29 01:00:00
2018,07,26.367,2022-03-29 02:00:00
2019,08,26.375,2022-03-29 03:00:00
2020,09,26.7,2022-03-29 04:00:00
2021,10,27.15,2022-03-29 05:00:00
2022,11,27.633,2022-03-29 06:00:00
2023,12,28.7,2022-03-29 07:00:00
2024,13,30.067,2022-03-29 08:00:00
2025,14,31.367,2022-03-29 09:00:00
2026,15,32.4,2022-03-29 10:00:00
2027,16,33.233,2022-03-29 11:00:00
2028,17,33.667,2022-03-29 12:00:00
2029,18,33.6,2022-03-29 13:00:00
2030,19,33.133,2022-03-29 14:00:00
2031,20,32.533,2022-03-29 15:00:00
2032,21,32.0,2022-03-29 16:00:00
2033,22,31.4,2022-03-29 17:00:00
2034,23,30.7,2022-03-29 18:00:00
2035,00,30.1,2022-03-29 19:00:00
2036,01,29.467,2022-03-29 20:00:00
2037,02,28.9,2022-03-29 21:00:00
2038,03,28.367,2022-03-29 22:00:00
2039,04,27.9,2022-03-29 23:00:00
2040,05,21.967,2022-03-30 00:00:00
2041,06,8.367,2022-03-30 01:00:00
2042,07,8.767,2022-03-30 02:00:00
2043,08,9.1,2022-03-30 03:00:00
2044,09,9.867,2022-03-30 04:00:00
2045,10,11.3,2022-03-30 05:00:00
2046,11,11.75,2022-03-30 06:00:00
2047,12,12.233,2022-03-30 07:00:00
2048,13,13.0,2022-03-30 08:00:00
2049,14,13.267,2022-03-30 09:00:00
2050,15,13.433,2022-03-30 10:00:00
2051,16,13.475,2022-03-30 11:00:00
2052,17,12.533,2022-03-30 12:00:00
2053,18,11.467,2022-03-30 13:00:00
2054,19,10.75,2022-03-30 14:00:00
2055,20,10.9,2022-03-30 15:00:00
2056,21,11.0,2022-03-30 16:00:00
2057,22,10.7,2022-03-30 17:00:00
2058,23,11.567,2022-03-30 18:00:00
2059,00,22.833,2022-03-30 19:00:00
2060,01,26.7,2022-03-30 20:00:00
2061,02,27.65,2022-03-30 21:00:00
2062,03,27.8,2022-03-30 22:00:00
2063,04,27.7,2022-03-30 23:00:00
2064,05,27.45,2022-03-31 00:00:00
2065,06,27.033,2022-03-31 01:00:00
2066,07,26.1,2022-03-31 02:00:00
2067,08,24.967,2022-03-31 03:00:00
2068,09,25.0,2022-03-31 04:00:00
2069,10,25.8,2022-03-31 05:00:00
2070,11,27.2,2022-03-31 06:00:00
2071,12,28.7,2022-03-31 07:00:00
2072,13,30.05,2022-03-31 08:00:00
2073,14,31.3,2022-03-31 09:00:00
2074,15,32.367,2022-03-31 10:00:00
2075,16,33.6,2022-03-31 11:00:00
2076,17,33.967,2022-03-31 12:00:00
2077,18,33.4,2022-03-31 13:00:00
2078,19,32.167,2022-03-31 14:00:00
2079,20,30.767,2022-03-31 15:00:00
2080,21,29.44,2022-03-31 16:00:00
2081,22,28.7,2022-03-31 17:00:00
2082,23,28.1,2022-03-31 18:00:00
2083,00,27.8,2022-03-31 19:00:00
2084,01,27.8,2022-03-31 20:00:00
2085,02,27.733,2022-03-31 21:00:00
2086,03,27.5,2022-03-31 22:00:00
2087,04,27.133,2022-03-31 23:00:00
2088,05,26.85,2022-04-01 00:00:00
2089,06,26.533,2022-04-01 01:00:00
2090,07,26.267,2022-04-01 02:00:00
2091,08,25.933,2022-04-01 03:00:00
2092,09,26.167,2022-04-01 04:00:00
2093,10,27.133,2022-04-01 05:00:00
2094,11,28.5,2022-04-01 06:00:00
2095,12,30.1,2022-04-01 07:00:00
2096,13,31.6,2022-04-01 08:00:00
2097,14,32.8,2022-04-01 09:00:00
2098,15,33.6,2022-04-01 10:00:00
2099,16,33.6,2022-04-01 11:00:00
2100,17,33.35,2022-04-01 12:00:00
2101,18,32.867,2022-04-01 13:00:00
2102,19,31.867,2022-04-01 14:00:00
2103,20,30.7,2022-04-01 15:00:00
2104,21,29.633,2022-04-01 16:00:00
2105,22,28.7,2022-04-01 17:00:00
2106,23,27.975,2022-04-01 18:00:00
2107,00,27.367,2022-04-01 19:00:00
2108,01,27.167,2022-04-01 20:00:00
2109,02,26.867,2022-04-01 21:00:00
2110,03,26.567,2022-04-01 22:00:00
2111,04,26.2,2022-04-01 23:00:00
2112,05,25.85,2022-04-02 00:00:00
2113,06,25.467,2022-04-02 01:00:00
2114,07,25.167,2022-04-02 02:00:00
2115,08,24.833,2022-04-02 03:00:00
2116,09,25.4,2022-04-02 04:00:00
2117,10,26.667,2022-04-02 05:00:00
2118,11,27.933,2022-04-02 06:00:00
2119,12,29.367,2022-04-02 07:00:00
2120,13,30.567,2022-04-02 08:00:00
2121,14,31.667,2022-04-02 09:00:00
2122,15,32.4,2022-04-02 10:00:00
2123,16,30.6,2022-04-02 11:00:00
2124,17,31.633,2022-04-02 12:00:00
2125,18,31.575,2022-04-02 13:00:00
2126,19,30.8,2022-04-02 14:00:00
2127,20,30.0,2022-04-02 15:00:00
2128,21,29.033,2022-04-02 16:00:00
2129,22,28.0,2022-04-02 17:00:00
2130,23,27.3,2022-04-02 18:00:00
2131,00,26.95,2022-04-02 19:00:00
2132,01,26.8,2022-04-02 20:00:00
2133,02,26.433,2022-04-02 21:00:00
2134,03,25.967,2022-04-02 22:00:00
2135,04,25.567,2022-04-02 23:00:00
2136,05,25.133,2022-04-03 00:00:00
2137,06,24.75,2022-04-03 01:00:00
2138,07,24.533,2022-04-03 02:00:00
2139,08,24.4,2022-04-03 03:00:00
2140,09,24.733,2022-04-03 04:00:00
2141,10,25.7,2022-04-03 05:00:00
2142,11,27.2,2022-04-03 06:00:00
2143,12,28.7,2022-04-03 07:00:00
2144,13,30.2,2022-04-03 08:00:00
2145,14,31.367,2022-04-03 09:00:00
2146,15,32.2,2022-04-03 10:00:00
2147,16,32.633,2022-04-03 11:00:00
2148,17,32.6,2022-04-03 12:00:00
2149,18,32.067,2022-04-03 13:00:00
2150,19,31.067,2022-04-03 14:00:00
2151,20,29.9,2022-04-03 15:00:00
2152,21,28.8,2022-04-03 16:00:00
2153,22,27.767,2022-04-03 17:00:00
2154,23,26.933,2022-04-03 18:00:00
2155,00,26.567,2022-04-03 19:00:00
2156,01,26.233,2022-04-03 20:00:00
2157,02,25.833,2022-04-03 21:00:00
2158,03,25.45,2022-04-03 22:00:00
2159,04,25.033,2022-04-03 23:00:00
2160,05,24.533,2022-04-04 00:00:00
2161,06,24.033,2022-04-04 01:00:00
2162,07,23.767,2022-04-04 02:00:00
2163,08,23.767,2022-04-04 03:00:00
2164,09,24.533,2022-04-04 04:00:00
2165,10,25.05,2022-04-04 05:00:00
2166,11,26.433,2022-04-04 06:00:00
2167,12,28.2,2022-04-04 07:00:00
2168,13,29.967,2022-04-04 08:00:00
2169,14,31.433,2022-04-04 09:00:00
2170,15,32.3,2022-04-04 10:00:00
2171,16,33.0,2022-04-04 11:00:00
2172,17,19.867,2022-04-04 12:00:00
2173,18,11.85,2022-04-04 13:00:00
2174,19,10.6,2022-04-04 14:00:00
2175,20,13.667,2022-04-04 15:00:00
2176,21,13.433,2022-04-04 16:00:00
2177,22,20.467,2022-04-04 17:00:00
2178,23,24.633,2022-04-04 18:00:00
2179,00,25.5,2022-04-04 19:00:00
2180,01,25.875,2022-04-04 20:00:00
2181,02,25.767,2022-04-04 21:00:00
2182,03,25.433,2022-04-04 22:00:00
2183,04,24.967,2022-04-04 23:00:00
2184,05,24.533,2022-04-05 00:00:00
2185,06,24.15,2022-04-05 01:00:00
2186,07,23.933,2022-04-05 02:00:00
2187,08,24.033,2022-04-05 03:00:00
2188,09,24.633,2022-04-05 04:00:00
2189,10,25.833,2022-04-05 05:00:00
2190,11,27.4,2022-04-05 06:00:00
2191,12,29.067,2022-04-05 07:00:00
2192,13,30.533,2022-04-05 08:00:00
2193,14,31.867,2022-04-05 09:00:00
2194,15,21.7,2022-04-05 10:00:00
2195,16,15.367,2022-04-05 11:00:00
2196,17,22.567,2022-04-05 12:00:00
2197,18,31.067,2022-04-05 13:00:00
2198,19,32.4,2022-04-05 14:00:00
2199,20,32.667,2022-04-05 15:00:00
2200,21,32.333,2022-04-05 16:00:00
2201,22,31.767,2022-04-05 17:00:00
2202,23,31.0,2022-04-05 18:00:00
2203,00,30.2,2022-04-05 19:00:00
2204,01,29.4,2022-04-05 20:00:00
2205,02,28.633,2022-04-05 21:00:00
2206,03,27.9,2022-04-05 22:00:00
2207,04,27.3,2022-04-05 23:00:00
2208,05,26.667,2022-04-06 00:00:00
2209,06,26.133,2022-04-06 01:00:00
2210,07,25.833,2022-04-06 02:00:00
2211,08,25.6,2022-04-06 03:00:00
2212,09,25.133,2022-04-06 04:00:00
2213,10,26.0,2022-04-06 05:00:00
2214,11,27.867,2022-04-06 06:00:00
2215,12,29.767,2022-04-06 07:00:00
2216,13,31.467,2022-04-06 08:00:00
2217,14,32.967,2022-04-06 09:00:00
2218,15,33.667,2022-04-06 10:00:00
2219,16,34.7,2022-04-06 11:00:00
2220,17,34.667,2022-04-06 12:00:00
2221,18,33.967,2022-04-06 13:00:00
2222,19,32.825,2022-04-06 14:00:00
2223,20,31.733,2022-04-06 15:00:00
2224,21,30.733,2022-04-06 16:00:00
2225,22,29.95,2022-04-06 17:00:00
2226,23,29.3,2022-04-06 18:00:00
2227,00,28.8,2022-04-06 19:00:00
2228,01,28.6,2022-04-06 20:00:00
2229,02,28.3,2022-04-06 21:00:00
2230,03,27.975,2022-04-06 22:00:00
2231,04,27.7,2022-04-06 23:00:00
2232,05,27.367,2022-04-07 00:00:00
2233,06,26.933,2022-04-07 01:00:00
2234,07,26.667,2022-04-07 02:00:00
2235,08,26.4,2022-04-07 03:00:00
2236,09,22.5,2022-04-07 04:00:00
2237,10,12.567,2022-04-07 05:00:00
2238,11,20.0,2022-04-07 06:00:00
2239,12,15.15,2022-04-07 07:00:00
2240,13,21.75,2022-04-07 08:00:00
2241,14,22.6,2022-04-07 09:00:00
2242,15,31.45,2022-04-07 10:00:00
2243,16,19.667,2022-04-07 11:00:00
2244,17,14.7,2022-04-07 12:00:00
2245,18,13.25,2022-04-07 13:00:00
2246,19,14.65,2022-04-07 14:00:00
2247,20,25.45,2022-04-07 15:00:00
2248,21,28.633,2022-04-07 16:00:00
2249,22,29.367,2022-04-07 17:00:00
2250,23,29.4,2022-04-07 18:00:00
2251,00,29.433,2022-04-07 19:00:00
2252,01,29.467,2022-04-07 20:00:00
2253,02,29.3,2022-04-07 21:00:00
2254,03,28.925,2022-04-07 22:00:00
2255,04,28.6,2022-04-07 23:00:00
2256,05,28.267,2022-04-08 00:00:00
2257,06,28.0,2022-04-08 01:00:00
2258,07,23.5,2022-04-08 02:00:00
2259,08,11.533,2022-04-08 03:00:00
2260,09,12.367,2022-04-08 04:00:00
2261,10,12.767,2022-04-08 05:00:00
2262,11,12.967,2022-04-08 06:00:00
2263,12,13.8,2022-04-08 07:00:00
2264,13,14.767,2022-04-08 08:00:00
2265,14,14.9,2022-04-08 09:00:00
2266,15,15.233,2022-04-08 10:00:00
2267,16,14.267,2022-04-08 11:00:00
2268,17,12.9,2022-04-08 12:00:00
2269,18,21.533,2022-04-08 13:00:00
2270,19,31.0,2022-04-08 14:00:00
2271,20,31.167,2022-04-08 15:00:00
2272,21,30.367,2022-04-08 16:00:00
2273,22,29.333,2022-04-08 17:00:00
2274,23,28.433,2022-04-08 18:00:00
2275,00,28.25,2022-04-08 19:00:00
2276,01,28.367,2022-04-08 20:00:00
2277,02,28.3,2022-04-08 21:00:00
2278,03,28.167,2022-04-08 22:00:00
2279,04,27.9,2022-04-08 23:00:00
2280,05,27.533,2022-04-09 00:00:00
2281,06,27.133,2022-04-09 01:00:00
2282,07,18.8,2022-04-09 02:00:00
2283,08,15.7,2022-04-09 03:00:00
2284,09,16.2,2022-04-09 04:00:00
2285,10,12.2,2022-04-09 05:00:00
2286,11,13.0,2022-04-09 06:00:00
2287,12,13.533,2022-04-09 07:00:00
2288,13,14.0,2022-04-09 08:00:00
2289,14,14.3,2022-04-09 09:00:00
2290,15,14.233,2022-04-09 10:00:00
2291,16,14.2,2022-04-09 11:00:00
2292,17,13.9,2022-04-09 12:00:00
2293,18,12.767,2022-04-09 13:00:00
2294,19,21.133,2022-04-09 14:00:00
2295,20,28.6,2022-04-09 15:00:00
2296,21,29.1,2022-04-09 16:00:00
2297,22,28.967,2022-04-09 17:00:00
2298,23,28.633,2022-04-09 18:00:00
2299,00,28.567,2022-04-09 19:00:00
2300,01,28.6,2022-04-09 20:00:00
2301,02,28.433,2022-04-09 21:00:00
2302,03,28.167,2022-04-09 22:00:00
2303,04,27.85,2022-04-09 23:00:00
2304,05,27.533,2022-04-10 00:00:00
2305,06,27.033,2022-04-10 01:00:00
2306,07,18.8,2022-04-10 02:00:00
2307,08,18.133,2022-04-10 03:00:00
2308,09,16.033,2022-04-10 04:00:00
2309,10,13.033,2022-04-10 05:00:00
2310,11,12.6,2022-04-10 06:00:00
2311,12,12.567,2022-04-10 07:00:00
2312,13,13.433,2022-04-10 08:00:00
2313,14,14.133,2022-04-10 09:00:00
2314,15,14.433,2022-04-10 10:00:00
2315,16,14.267,2022-04-10 11:00:00
2316,17,17.167,2022-04-10 12:00:00
2317,18,27.75,2022-04-10 13:00:00
2318,19,29.5,2022-04-10 14:00:00
2319,20,29.833,2022-04-10 15:00:00
2320,21,29.4,2022-04-10 16:00:00
2321,22,28.45,2022-04-10 17:00:00
2322,23,27.9,2022-04-10 18:00:00
2323,00,27.9,2022-04-10 19:00:00
2324,01,28.067,2022-04-10 20:00:00
2325,02,28.033,2022-04-10 21:00:00
2326,03,27.867,2022-04-10 22:00:00
2327,04,27.667,2022-04-10 23:00:00
2328,05,27.4,2022-04-11 00:00:00
2329,06,27.133,2022-04-11 01:00:00
2330,07,20.8,2022-04-11 02:00:00
2331,08,15.533,2022-04-11 03:00:00
2332,09,15.367,2022-04-11 04:00:00
2333,10,19.05,2022-04-11 05:00:00
2334,11,12.4,2022-04-11 06:00:00
2335,12,12.8,2022-04-11 07:00:00
2336,13,13.333,2022-04-11 08:00:00
2337,14,13.933,2022-04-11 09:00:00
2338,15,14.0,2022-04-11 10:00:00
2339,16,19.367,2022-04-11 11:00:00
2340,17,30.233,2022-04-11 12:00:00
